Timestamp,WardenPlayers,ColonialPlayers,WardenCaptures,ColonialCaptures,WardenCasualties,ColonialCasualties,WardenCasualtyRate,ColonialCasualtyRate,SteamPlayers,WardenPlayHours,ColonialPlayHours,Target
2020-11-30 10:22:01,348,370,93,91,175,166,0,55,810,174,185,0
2020-11-30 10:52:01,424,420,125,117,1373,1258,524,470,935,386,395,0
2020-11-30 11:22:01,415,447,127,136,2390,2229,2216,2063,948,593,618,0
2020-11-30 11:52:01,389,425,128,141,3509,3263,2117,1979,895,788,831,0
2020-11-30 12:22:02,400,411,130,140,4641,4362,2365,2221,885,988,1036,0
2020-11-30 12:53:01,377,404,130,140,5620,5419,2122,2167,853,1182,1245,0
2020-11-30 13:23:01,366,359,130,140,6436,6495,1817,2157,806,1365,1424,0
2020-11-30 13:53:02,345,322,130,140,7292,7429,1691,2030,742,1538,1585,0
2020-11-30 14:23:02,313,291,130,140,8286,8385,1850,1890,670,1694,1731,0
2020-11-30 14:54:01,289,273,130,140,9288,9124,1996,1693,632,1844,1872,0
2020-11-30 15:24:01,250,267,130,140,10184,9922,1920,1558,581,1969,2005,0
2020-11-30 15:54:01,250,272,130,140,11000,10675,1687,1501,575,2094,2141,0
2020-11-30 16:24:01,235,247,131,139,11869,11402,1675,1500,536,2211,2265,0
2020-11-30 16:54:01,229,228,131,139,12447,11896,1447,1221,502,2326,2379,0
2020-11-30 17:24:01,232,235,131,139,13063,12423,1194,1020,510,2442,2496,0
2020-11-30 17:54:01,221,234,131,139,13732,13048,1340,1206,493,2552,2613,0
2020-11-30 18:24:01,228,221,131,139,14356,13602,1306,1183,494,2666,2724,0
2020-11-30 18:54:01,225,223,131,139,15028,14215,1296,1167,492,2779,2835,0
2020-11-30 19:24:01,221,208,131,139,15728,14907,1348,1293,469,2889,2939,0
2020-11-30 19:54:01,195,200,131,139,16306,15488,1281,1287,436,2987,3039,0
2020-11-30 20:24:01,198,179,131,139,16812,15929,1028,992,413,3086,3129,0
2020-11-30 20:54:01,187,183,131,139,17308,16407,1002,919,402,3179,3220,0
2020-11-30 21:24:01,185,174,131,139,17766,16897,954,968,401,3272,3307,0
2020-11-30 21:54:01,172,174,131,139,18261,17427,953,1020,381,3358,3394,0
2020-11-30 22:24:01,164,160,131,139,18656,17870,890,973,363,3440,3474,0
2020-11-30 22:54:02,161,136,131,139,18989,18238,730,799,329,3520,3542,0
2020-11-30 23:25:01,158,157,131,139,19314,18572,594,650,337,3602,3623,0
2020-11-30 23:55:01,162,147,131,139,19594,18934,605,696,351,3683,3697,0
2020-12-01 00:25:01,153,136,131,139,19976,19287,674,722,327,3759,3765,0
2020-12-01 00:55:01,168,137,131,139,20313,19576,679,599,344,3843,3833,0
2020-12-01 01:25:02,159,153,131,139,20758,20005,772,717,350,3923,3910,0
2020-12-01 01:56:02,153,164,131,139,21172,20430,806,800,343,4002,3995,0
2020-12-01 02:27:01,160,155,131,139,21604,20853,850,839,348,4084,4075,0
2020-12-01 02:57:01,165,154,131,139,22031,21216,835,749,353,4167,4152,0
2020-12-01 03:27:01,175,167,131,139,22452,21596,775,692,379,4254,4235,0
2020-12-01 03:57:01,178,162,131,139,22975,22032,936,825,383,4343,4316,0
2020-12-01 04:27:01,172,167,131,139,23517,22411,1067,816,387,4429,4400,0
2020-12-01 04:57:01,179,183,131,139,23993,22772,978,741,410,4519,4491,0
2020-12-01 05:27:01,193,171,131,139,24525,23265,989,870,415,4615,4577,0
2020-12-01 05:57:01,190,181,131,139,25019,23732,972,894,413,4710,4667,0
2020-12-01 06:28:01,196,193,131,139,25722,24399,1124,1031,432,4812,4767,0
2020-12-01 06:58:01,195,184,131,139,26383,25032,1277,1223,438,4909,4859,0
2020-12-01 07:28:01,213,189,131,139,27039,25644,1364,1254,460,5016,4953,0
2020-12-01 07:58:01,211,223,131,139,27688,26245,1305,1213,487,5121,5065,0
2020-12-01 08:28:01,234,237,131,139,28357,26971,1307,1316,528,5238,5183,0
2020-12-01 08:58:01,226,252,131,139,28986,27699,1219,1414,541,5351,5309,0
2020-12-01 09:28:01,220,257,131,139,29498,28412,1142,1443,544,5461,5438,0
2020-12-01 09:58:01,260,261,131,139,30054,29004,1069,1305,575,5591,5568,0
2020-12-01 10:28:01,270,270,131,139,30669,29619,1181,1171,616,5726,5703,0
2020-12-01 10:58:01,293,293,131,139,31336,30313,1284,1311,651,5873,5850,0
2020-12-01 11:28:01,309,296,131,139,32119,31018,1424,1371,674,6027,5998,0
